event_id,timestamp,threat_type,region,device_type,failed_logins,network_packets,connections,port_scans,data_transfer
EVT004062,2026-09-03 07:13:01.735196,Ransomware,North America,Laptop,7,182,30,0,315
EVT004063,2026-09-03 07:21:01.735196,Phishing,North America,Server,3,800,92,0,96
EVT004064,2026-09-03 07:29:01.735196,Malware,Oceania,Desktop,77,6767,344,1,1912
EVT004065,2026-09-03 07:37:01.735196,Unauthorized Access,North America,Laptop,4,660,92,0,53
EVT004066,2026-09-03 07:45:01.735196,DDoS,Oceania,Desktop,2,741,11,1,359
EVT004067,2026-09-03 07:53:01.735196,Malware,Africa,Server,6,124,86,0,232
EVT004068,2026-09-03 08:01:01.735196,Phishing,Europe,Server,4,486,92,0,25
EVT004069,2026-09-03 08:09:01.735196,Brute Force,North America,Server,3,154,22,0,111
EVT004070,2026-09-03 08:17:01.735196,Brute Force,Europe,Laptop,1,307,63,0,15
EVT004071,2026-09-03 08:25:01.735196,Malware,South America,Desktop,63,9250,529,1,857
EVT004072,2026-09-03 08:33:01.735196,Phishing,South America,Laptop,2,153,99,1,62
EVT004073,2026-09-03 08:41:01.735196,DDoS,Africa,Laptop,6,309,48,0,249
EVT004074,2026-09-03 08:49:01.735196,Brute Force,Oceania,Firewall,3,223,72,0,240
EVT004075,2026-09-03 08:57:01.735196,Malware,South America,Laptop,1,877,69,0,337
EVT004076,2026-09-03 09:05:01.735196,Malware,Europe,Laptop,1,542,93,0,259
EVT004077,2026-09-03 09:13:01.735196,Unauthorized Access,Africa,Laptop,2,747,69,0,380
EVT004078,2026-09-03 09:21:01.735196,Brute Force,North America,Laptop,2,125,15,0,139
EVT004079,2026-09-03 09:29:01.735196,Ransomware,Europe,Laptop,3,205,9,0,59
EVT004080,2026-09-03 09:37:01.735196,Unauthorized Access,Asia,Firewall,5,268,52,0,217
EVT004081,2026-09-03 09:45:01.735196,Brute Force,Asia,Laptop,1,982,52,0,477
EVT004082,2026-09-03 09:53:01.735196,Ransomware,Oceania,Laptop,4,207,66,0,260
EVT004083,2026-09-03 10:01:01.735196,Brute Force,Oceania,Desktop,0,708,98,0,359
EVT004084,2026-09-03 10:09:01.735196,Phishing,North America,Server,0,526,44,1,396
EVT004085,2026-09-03 10:17:01.735196,Ransomware,Oceania,Server,1,952,9,0,350
EVT004086,2026-09-03 10:25:01.735196,DDoS,North America,Router,3,146,44,0,36
EVT004087,2026-09-03 10:33:01.735196,Brute Force,Oceania,Server,49,7803,756,1,1896
EVT004088,2026-09-03 10:41:01.735196,Ransomware,Oceania,Firewall,2,679,41,0,58
EVT004089,2026-09-03 10:49:01.735196,Malware,Africa,Desktop,3,751,76,0,270
EVT004090,2026-09-03 10:57:01.735196,Ransomware,South America,Desktop,8,892,45,0,34
EVT004091,2026-09-03 11:05:01.735196,DDoS,Asia,Router,3,979,94,0,53
EVT004092,2026-09-03 11:13:01.735196,DDoS,Asia,Firewall,3,326,81,0,66
EVT004093,2026-09-03 11:21:01.735196,Phishing,Europe,Firewall,1,732,24,0,19
EVT004094,2026-09-03 11:29:01.735196,Brute Force,Asia,Router,4,502,8,0,363
EVT004095,2026-09-03 11:37:01.735196,DDoS,Asia,Router,1,994,83,0,23
EVT004096,2026-09-03 11:45:01.735196,DDoS,South America,Laptop,0,615,70,0,439
EVT004097,2026-09-03 11:53:01.735196,DDoS,South America,Server,3,809,64,0,420
EVT004098,2026-09-03 12:01:01.735196,Ransomware,South America,Laptop,3,934,71,0,123
EVT004099,2026-09-03 12:09:01.735196,Malware,South America,Laptop,3,353,95,0,81
EVT004100,2026-09-03 12:17:01.735196,Phishing,Europe,Server,3,159,33,0,391
EVT004101,2026-09-03 12:25:01.735196,DDoS,Europe,Desktop,82,6321,774,1,1296
EVT004102,2026-09-03 12:33:01.735196,Malware,South America,Router,2,538,41,0,380
EVT004103,2026-09-03 12:41:01.735196,Unauthorized Access,Asia,Laptop,3,873,46,0,37
EVT004104,2026-09-03 12:49:01.735196,Unauthorized Access,Oceania,Router,3,933,40,0,303
EVT004105,2026-09-03 12:57:01.735196,Phishing,South America,Server,2,470,47,1,497
EVT004106,2026-09-03 13:05:01.735196,Malware,North America,Desktop,4,997,97,0,114
EVT004107,2026-09-03 13:13:01.735196,Unauthorized Access,Asia,Laptop,6,506,49,0,231
EVT004108,2026-09-03 13:21:01.735196,DDoS,Europe,Router,2,395,22,0,131
EVT004109,2026-09-03 13:29:01.735196,Ransomware,Oceania,Laptop,1,649,76,0,230
EVT004110,2026-09-03 13:37:01.735196,Ransomware,Oceania,Firewall,4,573,25,0,414
EVT004111,2026-09-03 13:45:01.735196,Malware,Africa,Laptop,2,324,95,0,89
EVT004112,2026-09-03 13:53:01.735196,Ransomware,Oceania,Desktop,3,973,19,0,63
EVT004113,2026-09-03 14:01:01.735196,Phishing,Asia,Firewall,1,397,50,0,172
EVT004114,2026-09-03 14:09:01.735196,Malware,North America,Router,5,370,61,0,279
EVT004115,2026-09-03 14:17:01.735196,Phishing,Europe,Desktop,2,756,94,0,396
EVT004116,2026-09-03 14:25:01.735196,Ransomware,Oceania,Router,1,522,11,0,341
EVT004117,2026-09-03 14:33:01.735196,Unauthorized Access,Asia,Firewall,2,679,70,0,160
EVT004118,2026-09-03 14:41:01.735196,Brute Force,Europe,Laptop,1,167,79,0,468
EVT004119,2026-09-03 14:49:01.735196,Brute Force,Africa,Laptop,2,526,79,0,237
EVT004120,2026-09-03 14:57:01.735196,Unauthorized Access,Europe,Laptop,5,400,81,0,61
EVT004121,2026-09-03 15:05:01.735196,DDoS,North America,Desktop,1,595,52,0,40
EVT004122,2026-09-03 15:13:01.735196,Malware,South America,Laptop,1,708,71,0,146
EVT004123,2026-09-03 15:21:01.735196,Malware,Africa,Router,1,861,30,0,214
EVT004124,2026-09-03 15:29:01.735196,Brute Force,Asia,Server,6,541,7,0,379
EVT004125,2026-09-03 15:37:01.735196,Phishing,Asia,Laptop,4,984,95,0,333
EVT004126,2026-09-03 15:45:01.735196,Malware,South America,Laptop,3,248,76,0,193
EVT004127,2026-09-03 15:53:01.735196,Malware,Asia,Desktop,3,149,66,0,147
EVT004128,2026-09-03 16:01:01.735196,DDoS,Africa,Laptop,4,820,27,1,214
EVT004129,2026-09-03 16:09:01.735196,Ransomware,South America,Desktop,7,455,27,0,51
EVT004130,2026-09-03 16:17:01.735196,Unauthorized Access,Europe,Laptop,3,640,23,0,362
EVT004131,2026-09-03 16:25:01.735196,Unauthorized Access,Africa,Server,1,977,84,0,22
EVT004132,2026-09-03 16:33:01.735196,Malware,Oceania,Laptop,5,531,28,0,47
EVT004133,2026-09-03 16:41:01.735196,Unauthorized Access,Asia,Laptop,3,184,8,0,275
EVT004134,2026-09-03 16:49:01.735196,DDoS,Oceania,Server,1,339,77,0,387
EVT004135,2026-09-03 16:57:01.735196,Phishing,Europe,Desktop,2,251,41,0,231
EVT004136,2026-09-03 17:05:01.735196,Brute Force,Oceania,Router,125,14717,351,1,793
EVT004137,2026-09-03 17:13:01.735196,DDoS,Europe,Router,1,299,80,0,460
EVT004138,2026-09-03 17:21:01.735196,Unauthorized Access,Europe,Firewall,1,344,56,0,383
EVT004139,2026-09-03 17:29:01.735196,Ransomware,North America,Desktop,1,401,75,0,262
EVT004140,2026-09-03 17:37:01.735196,Phishing,Oceania,Firewall,3,418,60,0,114
EVT004141,2026-09-03 17:45:01.735196,Phishing,Africa,Laptop,1,319,28,1,426
EVT004142,2026-09-03 17:53:01.735196,Malware,North America,Server,1,989,66,0,383
EVT004143,2026-09-03 18:01:01.735196,Unauthorized Access,South America,Desktop,1,165,71,0,63
EVT004144,2026-09-03 18:09:01.735196,Brute Force,South America,Firewall,2,202,56,0,430
EVT004145,2026-09-03 18:17:01.735196,DDoS,Oceania,Desktop,107,12235,479,1,1079
EVT004146,2026-09-03 18:25:01.735196,Ransomware,Africa,Server,5,429,57,0,137
EVT004147,2026-09-03 18:33:01.735196,Ransomware,Africa,Firewall,6,236,5,0,332
EVT004148,2026-09-03 18:41:01.735196,Unauthorized Access,North America,Laptop,105,5764,339,1,886
EVT004149,2026-09-03 18:49:01.735196,Malware,Europe,Laptop,1,991,72,0,52
EVT004150,2026-09-03 18:57:01.735196,Phishing,Oceania,Laptop,0,418,50,0,50
EVT004151,2026-09-03 19:05:01.735196,Ransomware,Asia,Desktop,3,638,6,0,258
EVT004152,2026-09-03 19:13:01.735196,Ransomware,North America,Router,3,514,47,0,190
EVT004153,2026-09-03 19:21:01.735196,Malware,Africa,Router,5,797,51,0,498
EVT004154,2026-09-03 19:29:01.735196,DDoS,Oceania,Laptop,3,323,68,0,327
EVT004155,2026-09-03 19:37:01.735196,Malware,Europe,Router,2,174,62,0,409
EVT004156,2026-09-03 19:45:01.735196,Ransomware,Europe,Laptop,5,855,66,0,214
EVT004157,2026-09-03 19:53:01.735196,Brute Force,Africa,Server,7,184,93,0,338
EVT004158,2026-09-03 20:01:01.735196,Brute Force,Europe,Router,2,416,40,0,261
EVT004159,2026-09-03 20:09:01.735196,Phishing,Europe,Laptop,149,12552,602,1,1872
EVT004160,2026-09-03 20:17:01.735196,Phishing,Africa,Desktop,1,167,30,0,191
EVT004161,2026-09-03 20:25:01.735196,Brute Force,Oceania,Router,2,109,64,0,152
EVT004162,2026-09-03 20:33:01.735196,Ransomware,South America,Server,142,13501,301,1,1016
EVT004163,2026-09-03 20:41:01.735196,Brute Force,South America,Firewall,3,579,89,0,289
EVT004164,2026-09-03 20:49:01.735196,Phishing,Africa,Server,3,689,93,0,326
EVT004165,2026-09-03 20:57:01.735196,Unauthorized Access,South America,Server,3,476,77,0,480
EVT004166,2026-09-03 21:05:01.735196,Malware,Africa,Desktop,2,123,38,0,412
EVT004167,2026-09-03 21:13:01.735196,Phishing,South America,Laptop,3,541,48,0,384
EVT004168,2026-09-03 21:21:01.735196,Malware,Oceania,Firewall,2,848,11,0,285
EVT004169,2026-09-03 21:29:01.735196,Unauthorized Access,Asia,Firewall,3,764,40,0,130
EVT004170,2026-09-03 21:37:01.735196,Phishing,Africa,Desktop,4,896,50,0,336
EVT004171,2026-09-03 21:45:01.735196,Ransomware,Asia,Router,3,515,88,0,375
EVT004172,2026-09-03 21:53:01.735196,Ransomware,South America,Server,1,366,84,0,359
EVT004173,2026-09-03 22:01:01.735196,Brute Force,Oceania,Firewall,0,780,90,0,328
EVT004174,2026-09-03 22:09:01.735196,Phishing,Europe,Server,4,178,38,0,116
EVT004175,2026-09-03 22:17:01.735196,Malware,Oceania,Laptop,106,12600,906,1,782
EVT004176,2026-09-03 22:25:01.735196,Unauthorized Access,Oceania,Desktop,1,672,84,1,498
EVT004177,2026-09-03 22:33:01.735196,Brute Force,Europe,Firewall,4,946,55,0,187
EVT004178,2026-09-03 22:41:01.735196,Ransomware,South America,Server,0,230,96,0,258
EVT004179,2026-09-03 22:49:01.735196,Phishing,Africa,Desktop,5,981,79,0,121
EVT004180,2026-09-03 22:57:01.735196,Malware,Asia,Server,3,913,48,0,257
EVT004181,2026-09-03 23:05:01.735196,Phishing,Asia,Laptop,4,688,92,0,87
EVT004182,2026-09-03 23:13:01.735196,Brute Force,South America,Desktop,1,103,58,0,486
EVT004183,2026-09-03 23:21:01.735196,DDoS,Africa,Laptop,2,756,63,0,154
EVT004184,2026-09-03 23:29:01.735196,DDoS,Africa,Firewall,5,752,65,0,73
EVT004185,2026-09-03 23:37:01.735196,Brute Force,Europe,Server,3,672,36,0,310
EVT004186,2026-09-03 23:45:01.735196,Malware,North America,Firewall,2,958,75,0,106
EVT004187,2026-09-03 23:53:01.735196,Malware,Asia,Server,1,431,81,0,122
EVT004188,2026-09-04 00:01:01.735196,DDoS,Oceania,Firewall,4,617,62,0,258
EVT004189,2026-09-04 00:09:01.735196,Malware,North America,Desktop,2,268,52,0,164
EVT004190,2026-09-04 00:17:01.735196,Phishing,South America,Desktop,3,737,80,0,105
EVT004191,2026-09-04 00:25:01.735196,DDoS,Oceania,Server,2,228,43,0,370
EVT004192,2026-09-04 00:33:01.735196,Malware,North America,Desktop,1,479,76,0,250
EVT004193,2026-09-04 00:41:01.735196,DDoS,Europe,Server,4,204,33,0,55
EVT004194,2026-09-04 00:49:01.735196,Brute Force,Oceania,Server,5,588,14,0,96
EVT004195,2026-09-04 00:57:01.735196,DDoS,Europe,Server,1,234,76,0,269
EVT004196,2026-09-04 01:05:01.735196,Brute Force,Europe,Router,3,140,65,0,155
EVT004197,2026-09-04 01:13:01.735196,Unauthorized Access,Oceania,Firewall,0,663,52,0,174
EVT004198,2026-09-04 01:21:01.735196,Malware,Oceania,Firewall,1,863,57,0,182
EVT004199,2026-09-04 01:29:01.735196,Brute Force,Oceania,Laptop,6,372,48,0,161
EVT004200,2026-09-04 01:37:01.735196,DDoS,Oceania,Router,0,415,57,0,339
EVT004201,2026-09-04 01:45:01.735196,DDoS,South America,Router,124,6959,689,1,1787
EVT004202,2026-09-04 01:53:01.735196,Malware,Africa,Server,3,272,86,0,235
EVT004203,2026-09-04 02:01:01.735196,Ransomware,Oceania,Desktop,2,992,22,0,202
EVT004204,2026-09-04 02:09:01.735196,Phishing,Asia,Server,3,188,20,0,312
EVT004205,2026-09-04 02:17:01.735196,Phishing,Europe,Router,1,772,44,0,182
EVT004206,2026-09-04 02:25:01.735196,Brute Force,North America,Firewall,2,342,86,0,40
EVT004207,2026-09-04 02:33:01.735196,DDoS,Africa,Router,6,822,77,0,135
EVT004208,2026-09-04 02:41:01.735196,Brute Force,Oceania,Server,5,869,73,0,382
EVT004209,2026-09-04 02:49:01.735196,Malware,Africa,Desktop,2,691,26,0,223
EVT004210,2026-09-04 02:57:01.735196,DDoS,Africa,Laptop,3,896,17,0,31
EVT004211,2026-09-04 03:05:01.735196,Ransomware,Oceania,Firewall,4,598,46,0,237
EVT004212,2026-09-04 03:13:01.735196,Ransomware,Oceania,Desktop,4,225,92,0,258
EVT004213,2026-09-04 03:21:01.735196,Unauthorized Access,South America,Desktop,3,430,74,0,154
EVT004214,2026-09-04 03:29:01.735196,Ransomware,Asia,Laptop,3,148,55,0,385
EVT004215,2026-09-04 03:37:01.735196,DDoS,Oceania,Firewall,5,973,69,0,269
EVT004216,2026-09-04 03:45:01.735196,DDoS,North America,Firewall,3,691,29,0,467
EVT004217,2026-09-04 03:53:01.735196,Phishing,Asia,Desktop,3,363,62,0,302
EVT004218,2026-09-04 04:01:01.735196,DDoS,Africa,Laptop,2,997,33,1,87
EVT004219,2026-09-04 04:09:01.735196,Ransomware,Africa,Laptop,2,610,6,0,296
EVT004220,2026-09-04 04:17:01.735196,Unauthorized Access,Oceania,Laptop,2,581,58,0,83
EVT004221,2026-09-04 04:25:01.735196,Unauthorized Access,Europe,Laptop,2,566,28,0,66
EVT004222,2026-09-04 04:33:01.735196,DDoS,North America,Router,4,765,16,0,227
EVT004223,2026-09-04 04:41:01.735196,Unauthorized Access,Africa,Server,6,732,36,0,340
EVT004224,2026-09-04 04:49:01.735196,Unauthorized Access,North America,Desktop,5,744,77,0,78
EVT004225,2026-09-04 04:57:01.735196,Brute Force,Europe,Laptop,5,782,30,0,296
EVT004226,2026-09-04 05:05:01.735196,Ransomware,South America,Server,1,617,74,0,372
EVT004227,2026-09-04 05:13:01.735196,Ransomware,Africa,Router,7,625,24,0,148
EVT004228,2026-09-04 05:21:01.735196,DDoS,Europe,Firewall,0,502,47,0,337
EVT004229,2026-09-04 05:29:01.735196,DDoS,Oceania,Server,3,135,61,0,29
EVT004230,2026-09-04 05:37:01.735196,Brute Force,South America,Laptop,0,577,92,0,479
EVT004231,2026-09-04 05:45:01.735196,Phishing,Oceania,Server,4,545,91,0,152
EVT004232,2026-09-04 05:53:01.735196,Unauthorized Access,North America,Router,5,331,92,0,232
EVT004233,2026-09-04 06:01:01.735196,Malware,Oceania,Desktop,4,652,58,0,346
EVT004234,2026-09-04 06:09:01.735196,DDoS,Asia,Laptop,5,372,94,0,35
EVT004235,2026-09-04 06:17:01.735196,Malware,Europe,Server,3,887,67,0,164
EVT004236,2026-09-04 06:25:01.735196,Ransomware,North America,Laptop,33,10334,329,1,1788
EVT004237,2026-09-04 06:33:01.735196,Brute Force,North America,Server,3,875,73,0,237
EVT004238,2026-09-04 06:41:01.735196,Malware,South America,Desktop,1,574,95,0,433
EVT004239,2026-09-04 06:49:01.735196,Malware,Oceania,Firewall,1,606,98,0,342
EVT004240,2026-09-04 06:57:01.735196,DDoS,Asia,Laptop,4,822,65,0,134
EVT004241,2026-09-04 07:05:01.735196,Unauthorized Access,Africa,Router,3,635,93,0,55
EVT004242,2026-09-04 07:13:01.735196,Unauthorized Access,North America,Router,2,630,6,0,139
EVT004243,2026-09-04 07:21:01.735196,DDoS,Asia,Desktop,3,212,64,0,469
EVT004244,2026-09-04 07:29:01.735196,Brute Force,South America,Router,111,6992,326,1,818
EVT004245,2026-09-04 07:37:01.735196,Malware,South America,Firewall,4,403,53,0,272
EVT004246,2026-09-04 07:45:01.735196,Ransomware,Oceania,Router,4,305,56,0,299
EVT004247,2026-09-04 07:53:01.735196,DDoS,North America,Router,5,549,96,0,357
EVT004248,2026-09-04 08:01:01.735196,Malware,South America,Desktop,0,983,70,0,40
EVT004249,2026-09-04 08:09:01.735196,Malware,Europe,Server,0,150,23,0,396
EVT004250,2026-09-04 08:17:01.735196,Brute Force,Asia,Laptop,4,228,58,0,278
EVT004251,2026-09-04 08:25:01.735196,DDoS,North America,Desktop,0,314,45,0,210
EVT004252,2026-09-04 08:33:01.735196,Brute Force,South America,Laptop,3,192,35,0,189
EVT004253,2026-09-04 08:41:01.735196,Malware,North America,Laptop,5,823,39,0,119
EVT004254,2026-09-04 08:49:01.735196,Brute Force,North America,Firewall,3,499,56,0,330
EVT004255,2026-09-04 08:57:01.735196,Unauthorized Access,Europe,Router,4,115,31,0,309
EVT004256,2026-09-04 09:05:01.735196,Unauthorized Access,South America,Firewall,1,151,97,0,59
EVT004257,2026-09-04 09:13:01.735196,Malware,Asia,Firewall,3,706,25,0,463
EVT004258,2026-09-04 09:21:01.735196,Unauthorized Access,South America,Laptop,0,871,26,0,181
EVT004259,2026-09-04 09:29:01.735196,Ransomware,Europe,Server,1,317,60,0,382
EVT004260,2026-09-04 09:37:01.735196,Ransomware,South America,Server,2,410,60,1,132
EVT004261,2026-09-04 09:45:01.735196,Malware,Europe,Router,4,248,36,0,29
EVT004262,2026-09-04 09:53:01.735196,Malware,South America,Laptop,3,687,65,0,382
EVT004263,2026-09-04 10:01:01.735196,Malware,Asia,Laptop,8,786,47,0,143
EVT004264,2026-09-04 10:09:01.735196,Brute Force,Africa,Router,5,962,15,0,400
EVT004265,2026-09-04 10:17:01.735196,DDoS,Oceania,Server,4,478,84,0,268
EVT004266,2026-09-04 10:25:01.735196,Phishing,Europe,Firewall,1,154,22,0,130
EVT004267,2026-09-04 10:33:01.735196,DDoS,South America,Desktop,2,534,70,0,136
EVT004268,2026-09-04 10:41:01.735196,DDoS,North America,Firewall,4,840,68,0,302
EVT004269,2026-09-04 10:49:01.735196,Ransomware,Oceania,Firewall,4,189,61,0,231
EVT004270,2026-09-04 10:57:01.735196,DDoS,North America,Desktop,1,732,60,0,492
EVT004271,2026-09-04 11:05:01.735196,Brute Force,South America,Server,4,919,79,0,55
EVT004272,2026-09-04 11:13:01.735196,Ransomware,Oceania,Desktop,2,181,84,0,206
EVT004273,2026-09-04 11:21:01.735196,Unauthorized Access,Europe,Laptop,2,920,27,0,297
EVT004274,2026-09-04 11:29:01.735196,Phishing,North America,Firewall,2,896,22,0,19
EVT004275,2026-09-04 11:37:01.735196,Phishing,South America,Firewall,3,674,94,0,273
EVT004276,2026-09-04 11:45:01.735196,Ransomware,South America,Server,4,778,54,0,255
EVT004277,2026-09-04 11:53:01.735196,Brute Force,Europe,Firewall,2,933,50,0,385
EVT004278,2026-09-04 12:01:01.735196,Unauthorized Access,North America,Laptop,5,597,46,0,53
EVT004279,2026-09-04 12:09:01.735196,Ransomware,Europe,Router,2,824,20,0,436
EVT004280,2026-09-04 12:17:01.735196,Malware,Africa,Server,143,8319,909,1,1167
EVT004281,2026-09-04 12:25:01.735196,Brute Force,Asia,Firewall,2,937,62,0,315
EVT004282,2026-09-04 12:33:01.735196,Ransomware,Europe,Desktop,0,144,39,0,212
EVT004283,2026-09-04 12:41:01.735196,DDoS,Europe,Laptop,4,567,91,0,214
EVT004284,2026-09-04 12:49:01.735196,DDoS,South America,Laptop,1,352,82,0,484
EVT004285,2026-09-04 12:57:01.735196,DDoS,Africa,Firewall,2,359,88,0,31
EVT004286,2026-09-04 13:05:01.735196,Malware,Europe,Laptop,2,493,43,0,99
EVT004287,2026-09-04 13:13:01.735196,Phishing,North America,Router,3,161,53,0,249
EVT004288,2026-09-04 13:21:01.735196,Malware,Africa,Laptop,4,135,98,0,236
EVT004289,2026-09-04 13:29:01.735196,DDoS,Oceania,Desktop,5,628,55,0,353
EVT004290,2026-09-04 13:37:01.735196,Ransomware,South America,Server,6,986,53,0,428
EVT004291,2026-09-04 13:45:01.735196,Malware,Asia,Router,5,529,51,0,307
EVT004292,2026-09-04 13:53:01.735196,Brute Force,Oceania,Desktop,68,13801,333,1,1686
EVT004293,2026-09-04 14:01:01.735196,Unauthorized Access,Europe,Laptop,3,773,13,0,433
EVT004294,2026-09-04 14:09:01.735196,Unauthorized Access,South America,Laptop,3,686,11,0,151
EVT004295,2026-09-04 14:17:01.735196,Unauthorized Access,Asia,Router,2,592,71,1,434
EVT004296,2026-09-04 14:25:01.735196,DDoS,Africa,Server,7,238,23,1,292
EVT004297,2026-09-04 14:33:01.735196,Unauthorized Access,North America,Laptop,1,855,51,0,98
EVT004298,2026-09-04 14:41:01.735196,Malware,Asia,Desktop,2,649,93,0,213
EVT004299,2026-09-04 14:49:01.735196,DDoS,Oceania,Desktop,0,722,97,0,73
EVT004300,2026-09-04 14:57:01.735196,Unauthorized Access,Africa,Desktop,2,886,14,0,156
EVT004301,2026-09-04 15:05:01.735196,DDoS,Africa,Router,6,796,98,0,428
EVT004302,2026-09-04 15:13:01.735196,Brute Force,Africa,Firewall,2,575,76,0,14
EVT004303,2026-09-04 15:21:01.735196,Unauthorized Access,Africa,Firewall,9,656,20,0,240
EVT004304,2026-09-04 15:29:01.735196,Ransomware,North America,Router,4,117,24,0,305
EVT004305,2026-09-04 15:37:01.735196,Unauthorized Access,Africa,Firewall,4,992,65,1,175
EVT004306,2026-09-04 15:45:01.735196,Ransomware,Oceania,Desktop,4,866,94,0,463
EVT004307,2026-09-04 15:53:01.735196,Ransomware,Africa,Firewall,1,192,10,0,316
EVT004308,2026-09-04 16:01:01.735196,Ransomware,Europe,Firewall,4,746,44,0,33
EVT004309,2026-09-04 16:09:01.735196,Ransomware,Europe,Desktop,1,457,87,0,231
EVT004310,2026-09-04 16:17:01.735196,DDoS,Asia,Desktop,3,715,47,0,495
EVT004311,2026-09-04 16:25:01.735196,Brute Force,Oceania,Laptop,2,833,79,0,181
EVT004312,2026-09-04 16:33:01.735196,Phishing,Oceania,Desktop,3,843,67,0,116
EVT004313,2026-09-04 16:41:01.735196,Brute Force,Asia,Firewall,5,904,58,0,251
EVT004314,2026-09-04 16:49:01.735196,Phishing,South America,Firewall,5,724,83,0,186
EVT004315,2026-09-04 16:57:01.735196,Malware,Oceania,Desktop,3,735,32,0,176
EVT004316,2026-09-04 17:05:01.735196,Phishing,Africa,Desktop,4,548,47,0,107
EVT004317,2026-09-04 17:13:01.735196,Brute Force,South America,Desktop,0,546,28,0,465
EVT004318,2026-09-04 17:21:01.735196,DDoS,Oceania,Desktop,1,477,84,0,29
EVT004319,2026-09-04 17:29:01.735196,DDoS,Africa,Desktop,3,361,96,0,23
EVT004320,2026-09-04 17:37:01.735196,Unauthorized Access,North America,Desktop,4,277,48,0,36
EVT004321,2026-09-04 17:45:01.735196,DDoS,Africa,Router,2,380,48,0,374
EVT004322,2026-09-04 17:53:01.735196,Phishing,Asia,Router,35,12782,601,1,1370
EVT004323,2026-09-04 18:01:01.735196,Unauthorized Access,Africa,Desktop,2,650,84,0,350
EVT004324,2026-09-04 18:09:01.735196,DDoS,Europe,Desktop,1,510,6,0,30
EVT004325,2026-09-04 18:17:01.735196,DDoS,Oceania,Router,5,309,60,0,137
EVT004326,2026-09-04 18:25:01.735196,DDoS,South America,Router,1,409,39,0,439
EVT004327,2026-09-04 18:33:01.735196,Phishing,Europe,Server,3,545,50,1,188
EVT004328,2026-09-04 18:41:01.735196,Malware,North America,Server,6,207,78,0,140
EVT004329,2026-09-04 18:49:01.735196,Unauthorized Access,Africa,Desktop,4,630,18,0,118
EVT004330,2026-09-04 18:57:01.735196,Malware,Oceania,Router,4,341,38,0,288
EVT004331,2026-09-04 19:05:01.735196,Brute Force,Africa,Server,3,314,97,0,408
EVT004332,2026-09-04 19:13:01.735196,Ransomware,Africa,Desktop,113,12437,511,1,1886
EVT004333,2026-09-04 19:21:01.735196,Phishing,Europe,Laptop,3,782,10,0,100
EVT004334,2026-09-04 19:29:01.735196,Unauthorized Access,Asia,Firewall,2,830,62,0,240
EVT004335,2026-09-04 19:37:01.735196,Phishing,Europe,Server,1,779,75,0,490
EVT004336,2026-09-04 19:45:01.735196,Ransomware,Europe,Laptop,3,329,93,0,206
EVT004337,2026-09-04 19:53:01.735196,DDoS,Europe,Firewall,1,928,90,0,342
EVT004338,2026-09-04 20:01:01.735196,Phishing,North America,Firewall,2,265,77,0,95
EVT004339,2026-09-04 20:09:01.735196,Ransomware,South America,Server,1,489,43,0,78
EVT004340,2026-09-04 20:17:01.735196,DDoS,Europe,Laptop,2,769,62,0,128
EVT004341,2026-09-04 20:25:01.735196,Phishing,Europe,Laptop,4,893,26,0,130
EVT004342,2026-09-04 20:33:01.735196,Malware,Europe,Desktop,5,965,53,0,44
EVT004343,2026-09-04 20:41:01.735196,Unauthorized Access,South America,Router,1,841,44,0,61
EVT004344,2026-09-04 20:49:01.735196,Malware,North America,Router,4,494,43,0,239
EVT004345,2026-09-04 20:57:01.735196,DDoS,Europe,Router,2,231,13,0,440
EVT004346,2026-09-04 21:05:01.735196,DDoS,North America,Firewall,5,529,79,0,348
EVT004347,2026-09-04 21:13:01.735196,Phishing,Oceania,Router,3,313,21,0,187
EVT004348,2026-09-04 21:21:01.735196,Unauthorized Access,Asia,Desktop,4,459,17,0,231
EVT004349,2026-09-04 21:29:01.735196,Unauthorized Access,Africa,Router,99,9553,533,1,896
EVT004350,2026-09-04 21:37:01.735196,Unauthorized Access,Europe,Desktop,2,246,66,0,39
EVT004351,2026-09-04 21:45:01.735196,Malware,Africa,Router,2,220,15,0,262
EVT004352,2026-09-04 21:53:01.735196,DDoS,Europe,Laptop,1,314,97,0,81
EVT004353,2026-09-04 22:01:01.735196,DDoS,Asia,Laptop,3,121,82,0,23
EVT004354,2026-09-04 22:09:01.735196,Phishing,South America,Firewall,4,234,33,0,274
EVT004355,2026-09-04 22:17:01.735196,Malware,Oceania,Firewall,6,978,57,0,257
EVT004356,2026-09-04 22:25:01.735196,Brute Force,North America,Router,1,605,35,0,462
EVT004357,2026-09-04 22:33:01.735196,Malware,South America,Firewall,3,178,59,0,469
EVT004358,2026-09-04 22:41:01.735196,DDoS,North America,Router,4,631,41,0,346
EVT004359,2026-09-04 22:49:01.735196,DDoS,South America,Server,3,570,5,0,283
EVT004360,2026-09-04 22:57:01.735196,Ransomware,Europe,Desktop,2,682,42,0,82
EVT004361,2026-09-04 23:05:01.735196,Ransomware,South America,Laptop,1,899,77,0,377
EVT004362,2026-09-04 23:13:01.735196,Unauthorized Access,Oceania,Firewall,4,921,58,0,189
EVT004363,2026-09-04 23:21:01.735196,Phishing,North America,Router,2,693,61,0,335
EVT004364,2026-09-04 23:29:01.735196,Phishing,North America,Laptop,1,285,14,0,339
